Video ID,Hinglish Text,Hindi Text,Label,Start time,End time,
e1_s4_u60,Tu apne liye PG dhoondh le. I will pay the rent. It’s just not the same as it was.,तू अपने लिए पीजी ढूंढ ले। आई विल पे द रेंट। इट्स इट्स जस्ट नॉट द सेम एज इट वाज।,other,13:22.0,13:26.8,
e1_s4_u61,"Oh Harry Styles, main kahin nahi ja rahi.","ओ हैरी स्टाइल्स, मै कहीं नहीं जा रही।",refuse,13:26.8,13:29.3,
e1_s4_u62,Tu hila ke dikha.,तू हिला के दिखा।,other,13:29.3,13.31.03,
e1_s4_u63,"Le, hila diya.",ले हिला दिया।,other,13:31.4,13:33.7,
e1_s4_u64,Abe haath kya lagati hai be.,अबे हाथ क्या लगाती है बे।,criticize,13:33.7,13:36.8,
e1_s4_u65,I can’t believe I missed this.,आई कांट बिलीव आई मिस्ड दिस।,taunt,14:03.8,14:10.5,
e1_s4_u66,"Tujhe chaar saal ho gaye hain ghar se gaye hue. Tu Holi, Diwali par Friday ko ghar aati thi, Saturday ko doston se milti thi, Sunday ko packing karke usi raat chali jaati thi.","तुझे चार साल हो गए है घर से गए हुए। तू होली, दिवाली पर फ्राइडे को घर आती थी, सैटरडे को दोस्तों से मिलती थी, संडे को पैकिंग करके उसी रात चली जाती थी।",other,14:10.4,14:24.7,
e1_s4_u67,Mujhe laga finally we’ll get to live together. We’ll get to be sisters again.,मुझे लगा फाइनली विल गेट टू लिव टुगेदर। विल गेट टू बी सिस्टर्स अगेन।,other,14:24.8,14:34.5,
e1_s4_u68,"But I get it, tujhe agar nahi rehna mere saath.","बट आई गेट इट, तुझे अगर नहीं रहना मेरे साथ",acknowledge,14:34.5,14:39.0,
e1_s4_u69,"Nahi rehna hai, saath mein rehna hai. Lekin...","नहीं रहना है, साथ में रहना है। लेकिन",oppose,14:39.0,14:43.1,
e1_s4_u70,"Par itne saalon se akele rehte rehte, I have also become comfortable in my own way.",पर इतने सालों से अकेले रहते रहते आई हैव ऑल्सो बिकम कम्फर्टेबल इन माय ओन वे।,explain,14:43.6,14:49.6,
e1_s4_u71,You won’t understand this.,यू वोंट अंडरस्टैंड दिस।,inform,14:49.6,14:51.5,
e1_s4_u72,Toh samjha na.,तो समझा ना।,other,14:51.5,14:52.8,
e1_s4_u73,Bachpan mein fractions bhi toh tune sikhaye the. That’s how you learnt patience.,बचपन में फ्रैक्शन भी तो तूने सिखाए थे। डेट्स हाउ यू लर्न्ट पेशेंस।,explain,14:52.6,14:56.4,
e1_s4_u74,"You tell me your way, I’ll tell you Mahi way.",यू टेल मी योर वे आईल टेल यू माहि वे।,joke,14:56.4,15:00.2,
e1_s4_u75,Accha okay. I am s..s..s... I am s... I am s...,अच्छा ओके। आई एम स..स..स। आई एम स....... आई एम स........................,apologise,15:03.2,15:18.4,
e1_s4_u76,Nahi ho raha yaar.,नहीं हो रहा यार।,inform,15:18.4,15:20.2,
e1_s4_u77,"Koi baat nahi, rehne de.",कोई बात नहीं रहने दे।,acknowledge,15:20.3,15:22.6,
e1_s4_u78,Thank God.,थैंक गॉड।,other,15:22.7,15:24.5,
e1_s4_u79,"Yeh dekh, yeh dekh, naakhun maara tune mujhe. Abhi password bata WiFi ka. Jaldi bata. Batana.",ये देख ये देख नाख़ून मारा तूने मुझे। अभी पासवर्ड बता वाईफाई का। जल्दी बता। बताना।,other,15:24.5,15:33.4,
e1_s4_u80,Mahi is adopted no space.,माहि इज अडॉप्टेड नो स्पेसेस।,inform,15:33.5,15:40.9,
e1_s4_u81,All caps huh?,ऑल कैप्स हँ ?,other,14:41.0,15:45.5,
e3_s1_u1,Mahi,माहि,other,00:04.8,00:06.4,
e3_s1_u2,"Arey main khol hi rahi thi, ab tu aa hi gayi hai to khol de.","अरे मै खोल ही रही थी, अब तू चल आ गई है तो खोल दे।",inform,00:19.5,00:25.9,
e3_s1_u3,Kya hua bhaiya.,क्या हुआ भइया।,other,00:26.0,00:29.8,
e3_s1_u4,Kuch nahi didi. Yeh lijiye.,कुछ नहीं दीदी। यह लीजिए।,inform,00:29.7,00:32.4,
e3_s1_u5,Yahan yeh bhi facility hai?,यहाँ यह भी फैसिलिटी है?,confirm,00:32.5,00:34.1,
e3_s1_u6,Arey Mahi didi ke liye kuch bhi.,अरे माहि दीदी के लिए कुछ भी।,explain,00:34.1,00:37.3,
e3_s1_u7,Aur paise?,और पैसे?,confirm,00:37.3,00:39.0,
e3_s1_u8,Mahi didi se kaise paise lenge.,माहि दीदी से कैसे पैसे लेंगे।,explain,00:39.0,00:41.3,
e3_s1_u9,Aap de dijiye na.,आप दे दीजिये ना।,explain,00:41.3,00:45.4,
e3_s1_u10,Bye Mahi didi.,बाय माहि दीदी।,greet,00:45.5,00:55.2,
e3_s1_u11,What.,व्हाट।,other,00:58.2,01:00.2,
e3_s1_u12,Cashback mila na. Transfer kar aadha.,कैशबैक मिला ना। ट्रांसफर कर आधा।,joke,01:00.1,01:02.4,
e3_s1_u13,Kya hua itni khush to mere paida hone par bhi nahi hui thi tu.,क्या हुआ इतनी खुश तो मेरे पैदा होने पर भी नहीं हुई थी तू।,joke,01:02.4,01:08.2,
e3_s1_u14,Arey wah.,अरे वाह।,other,01:08.3,01:10.5,
e3_s1_u15,Oh Lord oh.,ओह लार्ड ओह।,other,01:10.5,01:13.0,
e3_s1_u16,Congratulations.,कॉन्ग्रैचुलेशन्स।,other,01:13.1,01:14.3,
e3_s1_u17,Thank you,थैंक यू।,thank,01:14.3,01:15.5,
e3_s1_u18,Ab toh paisa hi paisa. Kya karegi itni dhan raashi ka? Hain?,अब तोह पैसा ही पैसा। क्या करेगी इतनी धन राशि का? हैं?,joke,01:15.4,01:19.8,
e3_s1_u19,"Main batati hu. Hum na ek bada sa bungalow lenge 2 BHK ka, sea facing, Shah Rukh ke bungalow ke baaju mein. Phir mujhe Aryan mil jayega aur main Khan khandaan ki bahu ban jaungi. Phir Mannat mera jannat ban jayega.","मैं बताती हु। हम ना एक बढ़ा सा बंगलो लेंगे २ बी.एच्.के का, सी फेसिंग, शाह रुख के बंगलो के बाजु में। फिर मुझे आर्यन मिल जाएगा और मैं खान खानदान कि बहु बन जाउंगी। फिर मन्नत मेरा जन्नत बन जाएगा।",joke,01:20.5,01:29.7,
e3_s1_u20,Par kya us mahal ke rajkumar ko mujh jaisi saadhaaran yet hot ladki ke liye kuch kuch hoga? Arey bilkul hoga yaar.,पर क्या उस महल के राजकुमार को मुझ जैसी साधारण येट हॉट लड़की के लिए कुछ कुछ होगा? अरे बिलकुल होगा यार।,joke,01:29.6,01:35.3,
e3_s1_u21,"Accha sun na mujhe apni company mein saath rakh le. Main teri spokesperson ban jaungi, tu processor main speaker, tu Steve main Jobs. Kya bolti hai.","अच्छा सुन ना मुझे अपनी कंपनी में साथ रखले। मै तेरी स्पोकसपर्सन बन जाउंगी तू प्रोसेसर मैं स्पीकर , तू स्टीव मै जॉब्स। क्या बोलती है।",joke,01:35.4,01:42.0,
e3_s1_u22,Tujhe chaprasi na rakhoon.,तुझे चपरासी ना रखूं।,joke,01:42.0,01:43.9,
e3_s1_u23,"Dekh rahe ho Vinod, kaise paise aate hi apno ko paraya kar diya jata hai. Main bata rahi hu, sage hi apne...","देख रहे हो विनोद, कैसे पैसे आते ही अपनों को पराया कर दिया जाता है। मैं बता रही हु सगे ही अपने......",joke,01:43.9,01:49.6,
e3_s1_u24,Arey yaar sun to sahi,अरे यार सुन तो सही,other,01:49.6,01:51.4,
e2_s1_u1,Chappal tair rahi hai.,चप्पल तैर रही है।,Joke,00:21.0,00:24.1,
e2_s1_u2,Tair to rahi hai.,तैर तो रही है।,Confirm,00:25.3,00:27.0,
e2_s1_u3,Kaise?,कैसे?,Doubt,00:27.4,00:28.9,
e2_s1_u4,Sapna hai yaar,सपना है यार,Explain,00:29.5,00:31.8,
e2_s1_u5,Hum dono ek hi sapna kaise dekh rahe hain?,हम दोनों एक ही सपना कैसे देख रहे हैं?,Doubt,00:33.0,00:36.2,
e2_s1_u6,Mahi!,माही !,Other,00:51.0,00:53.2,
e2_s2_u1,Mujhe laga tha F seal laga ke pipe ko jod ke tik jayega,मुझे लगा था फ सील लगा के पाइप को जोड़ के टिक जायेगा,Other,01:03.2,01:08.5,
e2_s2_u2,"Hence proved ye DIY videos utne hi useless hote hain jitne ki strapless bras, bilkul unreliable",हेन्स प्रूव्ड ये दी आई वाए वीडियोस उतने ही यूज़लेस होते है जितने की स्ट्रैपलेस ब्रास। बिलकुल उँड़ेलाईअबेल,Complain,01:08.2,01:14.2,
e2_s2_u3,Honi ko kaun taal sakta hai?,होनी को कौन टाल सकता है?,Other,01:17.9,01:20.9,
e2_s2_u4,Chal ab paani bhar gaya hai to baal geele karke Chak Dhoom Dhoom pe reel banate hain na,चल अब पानी भर गया है तो बाल गीले करके चक धूम धूम पे रील बनाते है ना,Other,01:21.0,01:24.9,
e2_s2_u5,Tip Tip Barsa Pani'? 'Ghanan Ghanan'? Three words? Four words? Hindi? English?,टिप टिप बरसा पानी? घनन घनन ? ३ वर्ड ४ वर्ड? हिंदी इंग्लिश?,Ask for opinions,01:25.7,01:31.1,
e2_s2_u6,Pocha laga jaldi kar meri ek inversor ke saath meeting hai,पोछा लगा जल्दी कर मेरी एक इन्वेस्टर के साथ मीटिंग है,Inform,01:32.1,01:35.0,
e2_s2_u7,Mai nikal gayi na to yaha tairti rehna paani ke andar,मै निकल गयी ना तो यहाँ तैरती रहना पानी के अंदर,Taunt,01:35.1,01:38.1,
e2_s2_u8,"Accha. To mai bhi nikalti hu, aake figure out karte hai","अच्छा। तो मई भी निकलती हु, आके फिगर आउट करते है।",Taunt,01:38.2,01:41.5,
e2_s2_u9,"Bada saath me rehna tha na? Kar na, saath me saaf","बड़ा साथ में रहना था ना? कर ना , साथ में साफ़।",Taunt,01:43.0,01:48.0,
e2_s2_u10,Are! ye mera trouser hai,अरे! ये मेरा ट्रॉउज़र है,Warn,01:51.0,01:54.6,
e2_s2_u11,Ye pehenke meeting me jaati hai? Tabhi mai sochu funding kyu nahi mil rahi,ये पहनके मीटिंग में जाती है? तभी मैं सोचु फंडिंग क्यों नहीं मिल रही,Taunt,01:54.5,01:58.1,
e2_s2_u12,Hello! Investors project pe focus karte hai pants pe nahi,हेलो! इन्वेस्टर्स प्रोजेक्ट पे फोकस करते है पैन्ट्स पे नहीं,Inform,01:57.8,02:01.0,
e2_s2_u13,To problem project me hai?,तो प्रॉब्लम प्रोजेक्ट में है?,Other,02:00.8,02:01.9,
e2_s2_u14,Comfort important hai!,कम्फर्ट इम्पोर्टेन्ट है!,Emphasize,02:05.5,02:06.9,
e2_s2_u15,Tu! Tu hai meri problem! Aur ye kya bol rahi? kya kar rahi hai? Mahi pocha laga na,तू! तू है मेरी प्रॉब्लम ! और ये क्या बोल रही है? क्या कर रही है? माहि पोछा लगा ना,Other,02:07.6,02:11.3,
e2_s2_u16,Mai kyu lagau pocha? Jiski galti hai wo lagae,मै क्यों लागू पोछा? जिसकी गलती है वो लगाए,Refuse,02:11.2,02:14.1,
e2_s2_u17,Accha to fir meri galti hai?,अच्छा तो फिर मेरी गलती है?,Other,02:13.5,02:15.7,
e2_s2_u18,Wo nahi mujhe pata par meri nahi hai,वो नहीं मुझे पता पर मेरी नहीं है।,Oppose,02:15.4,02:17.4,
e2_s2_u19,To fir kiski galti hai? Kon zimmedaari lega?,तो फिर किसकी गलती है? कोन ज़िम्मेदारी लेगा?,Other,02:17.1,02:20.3,
e2_s2_u20,Are landlord ko call karo to bolta hai secretary se baat karo,अरे लैंडलॉर्ड को कॉल करो तो बोलता है सेक्रेटरी से बात करो,Complain,02:20.2,02:23.8,
e2_s2_u21,Secretary ko call karo to kehra hai landlord se permission lo,सेक्रेटरी को कॉल करो तो केहरा है लैंडलॉर्ड से परमिशन लो,Complain,02:23.9,02:26.4,
e2_s2_u22,Aur is ringa ringa roses se nikal ke jab maine khud plumber ko bulaya to wo aaya hi nahi,और इस रिंगा रिंगा रोसेस से निकालके जब मैंने खुद प्लम्बर को बुलाया तो वो आया ही नहीं,Complain,02:26.0,02:30.5,
e2_s2_u23,To mai kya karu? Mai doob jaau?,तो मै क्या करू? मै डूब जाऊ?,Other,02:30.3,02:33.0,
e2_s2_u24,Call kar. Pooch usse kyu nahi aaya abhi tak?,कॉल कर। पूछ उससे क्यों नहीं आया अभी तक?,Other,02:34.5,02:37.7,
e2_s2_u25,Birthday party me bula rahi hai kya? Thoda dhamka na,बर्थडे पार्टी में बुला रही है क्या? थोड़ा धमका ना,Advise,02:54.8,02:58.1,
e2_s2_u26,Hello? Haan bhaiya! Agar aap nahi aaya na to bhaiya aap bata do fir aap kitne baje tak aaoge,हेलो? हाँ भइया ! अगर आप नहीं आये ना तो भइया आप बता दो फिर आप कितने बजे तक आओगे,Other,02:59.5,03:06.1,
e2_s2_u27,Meri baggi mera ghora jo na bole wo,मेरी बग्गी मेरा घोरा जो ना बोले वो,Joke,03:15.2,03:17.8,
e2_s2_u28,"203 se call kar rahi hu. Itne call kiye aapko, aaye kyu nahi aap?","२०३ से बात कर रही हु। इतने कॉल किये आपको, आये क्यों नहीं आप?",Complain,03:19.7,03:23.5,
e2_s2_u29,Are madam ham aaye the. 4 baje. 4 tho ghanti bhi bajaye the,अरे मैडम हम आये थे। ४ बजे। चार ठो घंटी भी बजाये थे,Other,03:23.2,03:28.8,
e2_s2_u30,Accha? To mujhe sunayi kyu nahi diya?,अच्छा? तो मुझे सुनाई क्यों नहीं दिया?,Doubt,03:28.1,03:32.4,
e2_s2_u31,Ye kya excuse hota hai ki ghanti bajata raha? Bajate rehte jab tak mai kholti nahi,ये क्या एक्सक्यूज़ होता है की घंटी बजता रहा? बजाते रहते जब तक मई खोलती नहीं,Complain,04:12.9,04:17.8,
e2_s2_u32,"Haan aao abhi aao, haan, jaldi aao","हाँ आओ अभी आओ, हाँ, जल्दी आओ",Arrange,04:18.4,04:20.9,
e2_s2_u33,"Aa raha hai, aa raha hai, bola maine","आ रहा है, आ रहा है, बोला मैंने",Inform,04:20.9,04:24.2,
e2_s2_u34,Now you know why I am the favourite child,नाउ यू नो व्हाई आई ऍम डा फेवरेट चाइल्ड,Confirm,04:27.0,04:29.7,
e2_s2_u35,"Dedh ghante mein meri meeting hai, periods ka second day hai, heavy flow hai","डेढ़ घंटे में मेरी मीटिंग है, पीरियड्स का सेकेंद दे है, हैवी फ्लो है",Complain,04:30.2,04:33.6,
e2_s2_u36,Aur lagataar abhi teen ghante baith kar mujhe ek unreasonable aadmi ki illogical baatein bade muskura kar sunni hain taaki wo meri company mein invest kar sake,और लगातार अभी तीन घंटे बैठ कर मुझे एक अनरीसनेबल आदमी की इल्लोजीकल बाते बड़े मुस्कुराकर सुन्नी है ताकि वो मेरी कंपनी में इन्वेस्ट कर सके,Complain,04:33.6,04:41.1,
e2_s2_u37,"And now thanks to you, I am late","एंड नाउ थैंक्स तू यू, आई ऍम लेट",Criticize,04:41.0,04:43.2,
e2_s2_u38,"Haan to main sambhaal lungi na, tu ja, ro kya rahi hai?","हाँ तो मई संभाल लुंगी ना, तू जा, रो क्या रही है?",Other,04:43.4,04:47.2,
e2_s2_u39,"Waise aisa hi chalta raha na, to tere illogical unreasonable investors kabhi tujhe funding nahi denge","वैसे ऐसा ही चलता रहा ना , तो तेरे इल्लॉजिकल अनरीसोनेबल इन्वेस्टर्स कभी तुझे फंडिंग नहीं देंगे",Inform,04:50.1,04:56.4,
e2_s2_u40,Matlab?,मतलब ?,Doubt,04:55.5,04:57.1,
e2_s2_u41,"Matlab, plumber ho ya investor tu hamesha backfoot pe khelti hai","मतलब, प्लम्बर हो या इन्वेस्टर तू हमेशा बैकफुट पे खेलती है",Explain,04:58.3,05:02.3,
e2_s2_u42,Kyon jhel rahi hai koi bhi leakage jab solution saamne hai?,क्यों झेल रही है कोई भी लीकेज जब सलूशन सामने है?,Other,05:02.4,05:05.0,
e2_s2_u43,"Nal tapak raha hai to landlord ke peeche pad, fix kara","नल टपक रहा है तो लैंडलार्ड के पीछे पढ़ , फिक्स करा",Advise,05:05.2,05:07.9,
e2_s2_u44,Periods ka heavy flow day hai to Whisper Hygiene Comfort use kar,पीरियड्स का हैवी फ्लो डे है तो व्हिस्पर हाइजीन कम्फर्ट उसे कर,Advise,05:07.9,05:12.1,
e2_s2_u45,Aur isse kya hoga?,आउर इससे क्या होगा?,Doubt,05:11.9,05:13.4,
e2_s2_u46,"Bataai hui baatein yaad nahi rehti, then you wonder why I am the smarter one",बताई हुई बाते याद नही रहती देन यू वंडर व्हाई आई ऍम डा स्मार्टर वन,Taunt,05:13.2,05:16.2,
e2_s2_u47,Isme three smart layer hai jo odor aur leakage dono ko block karta hai,इसमें थ्री स्मार्ट लेयर है जो ओडोर और लीकेज दोनों को ब्लॉक करता है,Explain,05:16.1,05:19.9,
e2_s2_u48,Aur isse meri problem solve ho jayegi?,और इससे मेरी प्रॉब्लम सोल्वे हो जाएगी?,Doubt,05:19.9,05:21.9,
e2_s2_u49,"Aunty, pad aur pant dono comfortable rahenge tabhi to periods se dimaag hatke pitch pe jayega","आंटी, पेड और पैंट दोनों कम्फर्टेबल रहेंगे तभी तो पीरियड्स से दिमाग हटके पिच पे जायेगा",Explain,05:21.6,05:26.6,
e2_s3_u1,"Main pant pehen kar aati hu, aise bahar jaana accha nahi lagta","मै पैंट पहन कर आती हु, ऐसे बहार जाना अच्छा नहीं लगता",Leave,05:37.5,05:41.2,
e2_s3_u2,"Ae be careful, bahut paani hai",ऐ बी केयरफुल बहुत पानी है,Warn,05:41.5,05:43.1,
e2_s3_u3,Nahi paani hai,नहीं पानी है,Refuse,05:43.2,05:44.2,
e2_s3_u4,Are bahut paani hai,अरे बहुत पानी है,Emphasize,05:44.0,05:45.1,
e2_s3_u5,What the hell is going on over here?,व्हाट डा हेल इस गोइंग ऑन ओवर हेर ?,Criticize,05:57.4,06:01.0,
e2_s3_u6,Are ma’am wo bathroom ki..,अरे मैम वो बाथरुम की..,Explain,06:02.0,06:03.9,
e2_s3_u7,"I don’t want to hear it, sab dikh rahi hai","आई डोंट वांट तो हिअर इट , सब दिख रही है",Criticize,06:05.1,06:07.8,
e2_s3_u8,Kya dikh rahi hai?,क्या दिख रही है?,Doubt,06:07.7,06:09.2,
e2_s3_u9,Yahi sab,यही सब,Other,06:09.1,06:10.3,
e2_s3_u10,Kya sab?,क्या सब?,Doubt,06:10.2,06:12.3,
e2_s3_u11,Akki society mein paani nahi hai aur tum logon ne yahan pe swimming pool bana ke rakhe hain?,अक्की सोसाइटी में पानी नहीं है और तुम लोगो ने यहाँ पे स्विमिंग पूल बना के रखे है?,Complain,06:16.2,06:23.6,
e2_s3_u12,Plan to nahi kiya tha par bathroom ki pipe phat gayi,प्लान तो नहीं किया था पर बाथरूम की पाइप फट गयी,Explain,06:23.6,06:26.4,
e2_s3_u13,"Yahi problem hai tum jaise ladkiyon ki, no thoughts no planning, only complain. Highly objectionable!","यही प्रॉब्लम है तुम जैसे लड़कियों की, नो थॉट्स नो प्लैनिंग , ओनली कम्प्लेन | हाइली ऑब्जेक्शनेबल !",Criticize,06:27.4,06:33.8,
e2_s3_u14,"Tumko pata hai aaj tapakte paani ne mera neend khola, here leak, there leak, everywhere leak leak!","तुमको पता है आज टपकते पानी ने मेरा नींद खोला, हेयर लीक , डिअर लीक, एवरीव्हेर लीक लीक!",Complain,06:33.5,06:39.1,
e2_s3_u15,Kya lick?,क्या लिक?,Doubt,06:39.0,06:39.8,
e2_s3_u16,Tum jaisi objectionable ladkiyan wearing these objectionable chaddis... highly objectionable!,तुम जैसी ओब्जेक्शनेबेल लड़कियां वेअरिंग तीस ओब्जेक्शनएबल चड्ढीस। ... हाइली ऑब्जेक्शनेबल !,Criticize,06:42.6,06:47.9,
e2_s3_u17,Excuse me,एक्सक्यूज़ मी,Other,06:47.9,06:49.4,
e2_s3_u18,"Aise ulte seedhe kapdon se irresponsibility dikhta, maa",ऐसे उलटे सीधे कपड़ों से इर्रेस्पॉन्सिबिलिटी दिखता माँ,Explain,06:49.2,06:52.9,
e2_s3_u19,Shorts ka responsibility se kya connection hai?,शॉर्ट्स का रेस्पॉन्सिबिलिटी से क्या कनेक्शन है?,Other,06:52.8,06:55.9,
e2_s3_u20,Everything in this universe is connected,एवरीथिंग इन थिस यूनिवर्स इस कनेक्टेड,Explain,06:56.0,06:58.4,
e2_s3_u21,Chhota chaddis means exposure,छोटा चड्ढीस मीन्स एक्सपोज़र,Explain,06:58.3,07:01.3,
e2_s3_u22,Exposure means boys aankhen bada,एक्सपोज़र मीन्स बॉयस आँखे बड़ा,Explain,07:01.2,07:04.0,
e2_s3_u23,"That is why, shorts means short of character","दैट इस व्हाई, शॉर्ट्स मीन्स शार्ट ऑफ़ करैक्टर",Taunt,07:08.2,07:12.9,
e2_s3_u24,Aapko samajh mein bhi aa raha hai aap kya bol rahe ho?,आपको समझ में भी आ रहा है आप क्या बोल रहे हो?,Other,07:15.2,07:17.6,
e2_s3_u25,You cannot call any other woman characterless,यू केनोट कॉल एनी अदर वुमन करेक्टरलेस,Emphasize,07:18.2,07:21.6,
e2_s3_u26,In fact aap jaise log hote hain jo ki highly objectionable hote hain,इनफैक्ट आप जैसे लोग होते है जो की हाइली ऑब्जेक्शनेबल होते है।,Criticize,07:22.9,07:26.4,
e2_s3_u27,"Ma’am.. pagal hai, kuch bhi bolti hai ye, bhavnaon mein beh gayi","मैम.. पागल है, कुछ भी बोलती है ये , भावनाओ में बह गयी",Other,07:43.7,07:47.1,
e2_s3_u28,"Main tum dono ko uthake waise hi bahar nikalega jaise tum log nikalta, sambar se karipatta","मै तुम दोनों को उठाके वैसे ही बहार निकलेगा जैसे तुम लोग निकलता, सांभर से करीपत्ता",Warn,07:52.8,08:01.0,
e2_s3_u29,"Damages bhi dena hoga, deposit bhi nahi milega. You dekh, abhi sabko batati hai!","डैमेजिस भी देना होगा, डिपाजिट भी नही मिलेगा। यू देख, अभी सबको बताती है!",Other,08:02.0,08:08.1,
e2_s3_u30,Main bhi sabko bata dungi,मै भी सबको बता दूंगी,Other,08:07.9,08:09.5,
e2_s3_u31,Tum kya bataegi ji?,तुम क्या बताएगी जी?,Other,08:10.7,08:13.4,
e2_s3_u32,Aapki flatmate ke baare mein,आपकी फ्लॅटमेट के बारे में,Other,08:13.3,08:15.0,
e2_s3_u33,Kamalanayani ke baare mein,कमलनयनी के बारे में,Other,08:14.9,08:17.3,
e2_s3_u34,kaun?,कौन?,Doubt,08:17.3,08:18.3,
e2_s3_u35,"Wahi! Jiski badi badi aankh hain, chhoti si naak hai, lambi si poonch hai, inki billi.","वही! जिसकी बड़ी बड़ी आँख हैं, छोटी सी नाक है, लम्बी सी पूछ है, इनकी बिल्ली।",Joke,08:18.2,08:24.9,
e2_s3_u36,Pets are not allowed in the society,पेट्स आर नॉट अल्लोव्द इन डा सोसाइटी,Inform,08:25.7,08:28.4,
e2_s3_u37,"I mean, secret billi","आई मीन, सीक्रेट बिल्ली",Other,08:27.9,08:31.7,
e2_s3_u38,"Ek din main seedhiyon se ja rahi thi, chewing gum chaba rahi thi, wrapper phenkne gayi to inke dustbin mein maine... cat food dekha","एक दिन मै सीढ़ियों से जा रही थी, च्युइंग गम चबा रही थी, रेपर फेकनेगयी तो इनके डस्टबिन में मैंने ... कैटफ़ूड देखा",Other,08:38.7,08:46.3,
e2_s3_u39,Tumko kaise pata wo cat ke liye hai? Mere liye bhi ho sakta na?,तुमको कैसे पता वो कैट के लिए है ? मेरे लिए भी हो सकता ना ?,Doubt,08:49.9,08:53.9,
e2_s3_u40,Aapke ghar se billi ki awaaz bhi aa rahi thi,आपके घर से बिल्ली की आवाज़ भी आ रही थी,Other,08:53.9,08:56.9,
e2_s3_u41,"It was me, crying.","इट वास् मी , क्राइंग।",Other,08:58.3,09:01.3,
e2_s3_u42,"Maine tum dono ko ek saath dekha tha, photo bhi kheechi thi","मैंने तुम दोनों को एक साथ देखा था, फोटो भी खींची थी",Inform,09:01.7,09:04.6,
e2_s3_u43,"Tumko chaddi pehen ke ghar ko Goa banana hai, banao","तुमको चड्डी पेहेन के घर को गोवा बनाना है, बनाओ",Joke,09:13.8,09:18.6,
e2_s3_u44,"No maska now, the cat is out of the bag","नो मस्का नाओ, डा कैट इस आउट ऑफ़ डा बैग",Taunt,09:21.7,09:25.0,
e2_s3_u45,"Main plumber ko bulaegi, I will talk to the secretary","मै प्लम्बर को बुलाएगी , आई विल टॉक तो थे सेक्रेटरी",Inform,09:25.3,09:29.0,
e2_s3_u46,I don’t have a problem with you,आई डोंट हैव अ प्रोबेम विथ यू,Other,09:30.9,09:33.5,
e2_s3_u47,You and I are friends,यू एंड आई आर फ्रेंड्स,Other,09:33.3,09:34.5,
e2_s3_u48,"You keep my secret, we keep yours. Bas.. aapko inse haath milana padega","यू कीप माय सेक्रेट, वी कीप योर्स। बस.. आपको इनसे हाथ मिलाना पड़ेगा",Advise,09:34.5,09:40.0,
e2_s3_u49,"I will shake your hand, why hers?","आई विल शेक योर हैंड, व्हाई हेर्स?",Refuse,09:44.7,09:46.8,
e2_s3_u50,Kaise kar leti hai tu yaar matlab..,कैसे कर लेती है तू यार मतलब..,Praise,10:02.2,10:05.1,
e2_s3_u51,"Play the people, not the cards",प्ले डा पीपल नॉट डा कार्ड्स,Advise,10:05.3,10:07.8,
e2_s3_u52,"Chal ab zameen pe aa ja, literally, pocha lagana hai na","चल अब ज़मीन पे आजा, लिटरली, पोछा लगाना है ना",Other,10:08.5,10:11.6,
e2_s3_u53,"Chal theek hai tu bhi kya yaad rakhegi, waise bhi teri meeting hai aur tujhe kuch nahi aata","चल ठीक है तू भी क्या याद रखेगी, वैसे भी तेरी मीटिंग है और तुझे कुछ नहीं आता।",Other,10:15.7,10:20.3,
e2_s3_u54,Meeting to maine postpone kar di hai,मीटिंग तो मैंने पोस्टपोन करदी है,Inform,10:20.5,10:22.7,
e2_s3_u55,Kyu?,क्यों?,Doubt,10:22.4,10:23.6,
e2_s3_u56,"Attack karne ke liye thoda prep karna padta hai na, defence pe nahi khelungi","अटैक करने के लिए थोड़ा प्रेप करना पड़ता है ना, डिफेन्स पे नहीं खेलूंगी।",Explain,10:24.1,10:27.6,
e2_s3_u57,Ek baadh ne itni buddhi de di?,एक बाढ़ ने इतनी बुद्धि देदी?,Taunt,10:28.3,10:30.9,
e2_s3_u58,Baadh ne nahi..,बाढ़ ने नहीं..,Other,10:30.9,10:32.9,
e2_s3_u59,"203, dekho ab main kya karti hai","२०३, देखो अब मै क्या करता है",Warn,10:51.8,10:55.1,
e4_s1_u1,Kuch uthayegi kya?,कुछ उठाएगी क्या?,Complain,00:04.5,00:05.1,
e4_s1_u2,Nahi,नहीं,Refuse,00:07.3,00:08.4,
e4_s1_u3,Kuch uthana hai to bol na,कुछ उठाना है तो बोल ना,Other,00:11.6,00:14.0,
e4_s1_u4,"Mujhe laga tujhe mehnat karna accha lagta hai, so I was doing you a favor",मुझे लगा तुझे मेहनत करना अच्छा लगता है सो आई वास् डूइंग यू आ फेवर,Other,00:14.6,00:17.6,
e4_s1_u5,"Haan haan mujhe pure ghar ka tension apne sar par lena, tere aage peeche ghoomna, bahut zyada pasand hai","हाँ हाँ मुझे पुरे घर का टेंशन अपने सर पर लेना, तेरे आगे पीछे घूमना, बहुत ज़्यादा पसंद है",Other,00:17.7,00:24.0,
e4_s1_u6,Wahi to bolai maine,वही तो बोलै मैंने,Other,00:24.0,00:26.6,
e4_s1_u7,College kaisa tha? Kuch seekha?,कॉलेज कैसा था? कुछ सीखा?,Other,00:27.7,00:29.8,
e4_s1_u8,Haan,हाँ,Other,00:29.6,00:30.6,
e4_s1_u9,Kya?,क्या?,Other,00:30.3,00:31.6,
